;;0114 Upplands Väsby;0115 Vallentuna;0117 Österåker;0120 Värmdö;0123 Järfälla;0125 Ekerö;0126 Huddinge;0127 Botkyrka;0128 Salem;0136 Haninge;0138 Tyresö;0139 Upplands-Bro;0140 Nykvarn;0160 Täby;0162 Danderyd;0163 Sollentuna;0180 Stockholm;0181 Södertälje;0182 Nacka;0183 Sundbyberg;0184 Solna;0186 Lidingö;0187 Vaxholm;0188 Norrtälje;0191 Sigtuna;0192 Nynäshamn;0305 Håbo;0319 Älvkarleby;0330 Knivsta;0331 Heby;0360 Tierp;0380 Uppsala;0381 Enköping;0382 Östhammar;0428 Vingåker;0461 Gnesta;0480 Nyköping;0481 Oxelösund;0482 Flen;0483 Katrineholm;0484 Eskilstuna;0486 Strängnäs;0488 Trosa;0509 Ödeshög;0512 Ydre;0513 Kinda;0560 Boxholm;0561 Åtvidaberg;0562 Finspång;0563 Valdemarsvik;0580 Linköping;0581 Norrköping;0582 Söderköping;0583 Motala;0584 Vadstena;0586 Mjölby;0604 Aneby;0617 Gnosjö;0642 Mullsjö;0643 Habo;0662 Gislaved;0665 Vaggeryd;0680 Jönköping;0682 Nässjö;0683 Värnamo;0684 Sävsjö;0685 Vetlanda;0686 Eksjö;0687 Tranås;0760 Uppvidinge;0761 Lessebo;0763 Tingsryd;0764 Alvesta;0765 Älmhult;0767 Markaryd;0780 Växjö;0781 Ljungby;0821 Högsby;0834 Torsås;0840 Mörbylånga;0860 Hultsfred;0861 Mönsterås;0862 Emmaboda;0880 Kalmar;0881 Nybro;0882 Oskarshamn;0883 Västervik;0884 Vimmerby;0885 Borgholm;0980 Gotland;1060 Olofström;1080 Karlskrona;1081 Ronneby;1082 Karlshamn;1083 Sölvesborg;1214 Svalöv;1230 Staffanstorp;1231 Burlöv;1233 Vellinge;1256 Östra Göinge;1257 Örkelljunga;1260 Bjuv;1261 Kävlinge;1262 Lomma;1263 Svedala;1264 Skurup;1265 Sjöbo;1266 Hörby;1267 Höör;1270 Tomelilla;1272 Bromölla;1273 Osby;1275 Perstorp;1276 Klippan;1277 Åstorp;1278 Båstad;1280 Malmö;1281 Lund;1282 Landskrona;1283 Helsingborg;1284 Höganäs;1285 Eslöv;1286 Ystad;1287 Trelleborg;1290 Kristianstad;1291 Simrishamn;1292 Ängelholm;1293 Hässleholm;1315 Hylte;1380 Halmstad;1381 Laholm;1382 Falkenberg;1383 Varberg;1384 Kungsbacka;1401 Härryda;1402 Partille;1407 Öckerö;1415 Stenungsund;1419 Tjörn;1421 Orust;1427 Sotenäs;1430 Munkedal;1435 Tanum;1438 Dals-Ed;1439 Färgelanda;1440 Ale;1441 Lerum;1442 Vårgårda;1443 Bollebygd;1444 Grästorp;1445 Essunga;1446 Karlsborg;1447 Gullspång;1452 Tranemo;1460 Bengtsfors;1461 Mellerud;1462 Lilla Edet;1463 Mark;1465 Svenljunga;1466 Herrljunga;1470 Vara;1471 Götene;1472 Tibro;1473 Töreboda;1480 Göteborg;1481 Mölndal;1482 Kungälv;1484 Lysekil;1485 Uddevalla;1486 Strömstad;1487 Vänersborg;1488 Trollhättan;1489 Alingsås;1490 Borås;1491 Ulricehamn;1492 Åmål;1493 Mariestad;1494 Lidköping;1495 Skara;1496 Skövde;1497 Hjo;1498 Tidaholm;1499 Falköping;1715 Kil;1730 Eda;1737 Torsby;1760 Storfors;1761 Hammarö;1762 Munkfors;1763 Forshaga;1764 Grums;1765 Årjäng;1766 Sunne;1780 Karlstad;1781 Kristinehamn;1782 Filipstad;1783 Hagfors;1784 Arvika;1785 Säffle;1814 Lekeberg;1860 Laxå;1861 Hallsberg;1862 Degerfors;1863 Hällefors;1864 Ljusnarsberg;1880 Örebro;1881 Kumla;1882 Askersund;1883 Karlskoga;1884 Nora;1885 Lindesberg;1904 Skinnskatteberg;1907 Surahammar;1960 Kungsör;1961 Hallstahammar;1962 Norberg;1980 Västerås;1981 Sala;1982 Fagersta;1983 Köping;1984 Arboga;2021 Vansbro;2023 Malung-Sälen;2026 Gagnef;2029 Leksand;2031 Rättvik;2034 Orsa;2039 Älvdalen;2061 Smedjebacken;2062 Mora;2080 Falun;2081 Borlänge;2082 Säter;2083 Hedemora;2084 Avesta;2085 Ludvika;2101 Ockelbo;2104 Hofors;2121 Ovanåker;2132 Nordanstig;2161 Ljusdal;2180 Gävle;2181 Sandviken;2182 Söderhamn;2183 Bollnäs;2184 Hudiksvall;2260 Ånge;2262 Timrå;2280 Härnösand;2281 Sundsvall;2282 Kramfors;2283 Sollefteå;2284 Örnsköldsvik;2303 Ragunda;2305 Bräcke;2309 Krokom;2313 Strömsund;2321 Åre;2326 Berg;2361 Härjedalen;2380 Östersund;2401 Nordmaling;2403 Bjurholm;2404 Vindeln;2409 Robertsfors;2417 Norsjö;2418 Malå;2421 Storuman;2422 Sorsele;2425 Dorotea;2460 Vännäs;2462 Vilhelmina;2463 Åsele;2480 Umeå;2481 Lycksele;2482 Skellefteå;2505 Arvidsjaur;2506 Arjeplog;2510 Jokkmokk;2513 Överkalix;2514 Kalix;2518 Övertorneå;2521 Pajala;2523 Gällivare;2560 Älvsbyn;2580 Luleå;2581 Piteå;2582 Boden;2583 Haparanda;2584 Kiruna
;75-84 år;2963;2170;3363;2794;5079;1986;5409;4774;1258;5341;3386;1641;767;5599;2633;4448;48720;5898;6331;2127;4419;3720;938;6392;2792;2407;1520;821;847;1199;1805;13637;3455;2197;864;984;5091;1270;1640;2821;7832;3067;1266;523;417;982;530;1132;1975;907;10280;9907;1363;3617;888;2209;508;659;628;823;2185;1044;9805;2364;2686;965;2375;1544;1768;782;723;1234;1501;1218;954;6348;2500;538;696;1473;1372;1237;948;4923;1968;2553;3959;1434;1420;5624;1373;5404;2734;3111;1710;916;2020;1227;3524;1219;909;1064;2305;2228;1427;1138;1611;1195;1266;1254;1186;1209;596;1416;1070;1750;17923;7674;3367;10041;2697;2280;3094;3603;6790;2345;3700;4579;818;7821;2299;3918;5406;6557;2292;2318;1173;2027;1526;1630;1032;952;1323;520;565;2156;3020;846;721;505;483;809;579;1021;970;927;986;2771;947;825;1367;1171;1010;794;30477;3763;3513;1552;4335;1091;3387;4071;3395;7953;2097;1221;2472;3453;1497;3966;890;1133;2634;1090;706;1210;402;1141;401;999;846;900;1159;6890;2281;1051;1286;2376;1613;627;561;1329;1022;797;545;10095;1673;1222;2959;1123;2162;472;954;769;1452;558;11164;2020;1149;2285;1443;694;962;933;1687;1301;673;726;1150;2051;4713;3771;1001;1454;2070;2401;537;887;1185;903;1861;7831;3615;2518;2519;3505;904;1550;2432;8127;1851;1973;4998;534;650;1141;1207;687;734;1044;4911;703;249;528;620;399;303;625;258;301;691;650;313;7655;1113;6319;654;294;475;431;1720;517;747;1608;767;5963;3542;2453;961;1747
;85-94 år;767;580;852;684;1579;515;1618;1269;318;1287;962;430;143;1731;1008;1362;16806;1846;1928;656;1559;1361;213;1916;756;667;310;259;239;455;677;4456;1123;702;240;247;1726;411;520;1083;2441;885;297;177;122;340;163;390;718;265;4008;3269;371;1292;308;746;178;247;198;203;845;347;3621;892;963;395;941;621;695;322;247;539;639;518;362;2271;921;195;219;424;523;451;333;1848;715;836;1315;546;470;1823;494;1869;972;1079;560;281;569;380;885;407;296;295;625;676;433;373;517;450;434;410;328;467;220;499;300;599;6890;2457;1072;3462;867;797;1059;1211;2439;794;1375;1681;322;2803;749;1483;1917;1948;710;903;372;634;471;519;348;384;429;162;206;547;926;279;207;199;190;243;203;365;404;338;296;1057;303;261;474;360;385;280;10753;1401;1280;547;1695;367;1141;1473;1170;2960;749;455;844;1182;507;1455;299;440;1071;347;303;464;120;374;166;322;291;326;445;2573;854;412;497;976;595;201;222;400;317;258;155;3320;445;348;954;303;689;144;282;232;493;176;3757;666;417;876;433;228;351;281;511;509;257;272;304;649;1565;1297;323;482;781;876;171;310;404;266;679;2512;1110;850;881;1174;319;440;775;2708;637;764;1705;214;178;346;457;217;272;375;1648;250;128;195;211;141;108;240;107;128;259;225;120;2530;389;2181;234;113;173;166;593;189;251;593;310;1992;1156;860;274;646
2020M08;5-14 år;6156;5125;6323;6364;10542;4656;16242;13113;2597;12437;6859;4271;1700;10388;4987;10741;107871;12377;15422;5774;7599;6705;1694;6597;6715;3376;3076;1142;3148;1613;2467;26975;5693;2450;1049;1460;6934;1343;1861;4196;13540;4753;1770;566;376;1102;585;1272;2536;761;19231;17656;1848;5070;682;3450;843;1172;953;2102;3814;1896;17180;3929;4159;1498;3380;2069;2229;1124;1159;1332;2695;2496;1220;11633;3188;693;763;1941;1607;1520;1087;8215;2317;3067;3863;1734;910;6454;1404;7879;3699;3649;1885;1853;3980;2604;5119;1983;1220;2086;4753;4148;3524;1948;2234;1804;2194;1587;1603;1593;965;2032;2314;1552;41380;14608;5783;17966;3369;4486;3308;5422;10360;1723;4964;6015;1409;12246;2937;5373;7835;11948;6103;5630;1545;3559;1788;1546;762;1234;1361;524;748;4441;6635;1534;1335;610;687;700;483;1402;1028;1011;1740;4290;1242;1091;1855;1552;1311;990;63759;8903;6015;1492;7011;1615;4888;7237;5318;14016;2874;1386;2645;4702;2154;6403;1050;1468;4157;1486;971;1085;394;2519;383;1422;1015;1038;1404;10202;2645;1174;1031;2839;1614;1216;581;1979;992;744;408;19218;3016;1170;3347;1281;2747;440;1195;1058;1970;638;18586;2742;1655;3100;1484;746;1047;1336;1692;981;669;738;1185;2224;7161;6620;1282;1698;2593;3168;612;1024;1260;1088;2024;11958;4453;2785;3004;4226;888;2068;2831;11444;1782;2054;6642;559;602;2191;1155;1462;758;902;7477;729;240;653;778;449;338;598;242;267;1149;679;274;14868;1468;8171;628;250;427;253;1521;359;583;1768;827;8395;4643;2878;1091;2518
;15-24 år;5162;4049;5423;5189;9265;3268;13851;11871;2054;10696;5907;3423;1245;8607;4394;8891;96759;11809;12007;4595;7025;5600;1433;6022;5774;2945;2570;904;2227;1465;2209;31963;5015;2106;1053;1112;6009;1067;1813;3987;12647;3904;1371;502;365;1018;543;1099;2192;658;23354;16692;1353;4587;678;3030;641;1128;778;1297;3441;1586;17838;3601;3793;1316;2922;1876;2212;1010;982;1229;2135;1833;1107;12487;2954;589;687;1281;1392;1363;958;8416;2022;2914;3401;1662;901;6154;1402;8121;2939;3450;1826;1535;2754;2211;3985;1707;1131;1786;3498;2666;2333;1776;1844;1598;1697;1439;1343;1427;843;1982;1912;1350;36170;20631;4954;16796;2678;3912;3015;4737;9910;1700;4276;5697;1190;12028;2626;4800;6649;9899;4268;4456;1485;3086;1457;1434;771;1120;1174;508;704;3545;4859;1270;1007;594;525;667;492;1253;965;926;1445;3760;991;983;1672;1281;1180;991;66234;7782;4945;1314;6275;1272;4362;7259;4456;13502;2595;1353;2506;4348;2139;6806;877;1351;3814;1198;751;1099;416;1552;342;1171;822;1100;1390;11972;2402;1140;1047;2596;1664;724;555;1633;994;730;440;20602;2420;1113;3323;1049;2521;427;1001;921;1694;577;17896;2318;1343;2792;1517;721;955;972;1557;1063;756;709;939;1936;6544;6299;958;1580;2212;2643;504;996;1136;892;1982;11952;4255;2441;2745;3926;927;1987;2634;11031;1823;1794;5634;435;619;1517;1087;1223;647;969;7224;759;241;529;603;363;310;544;220;217;997;756;266;17905;1265;7816;609;238;443;310;1502;403;599;1567;905;9932;4614;3050;935;2439
;25-34 år;6655;3655;4932;4975;11991;2383;15672;13608;1814;14288;5593;4270;1211;7428;2932;8724;181045;15126;12557;12009;18914;5020;945;7523;7028;3616;2518;1104;2392;1744;2561;41022;6115;2558;953;1249;6896;1382;1613;4327;14165;3996;1471;565;333;1058;586;1188;2564;784;26661;21058;1508;5078;707;3620;850;1130;836;1392;3477;1768;21756;3987;4290;1354;3172;2153;2291;1101;875;1262;2407;2139;1219;14278;3512;555;684;1370;1527;1485;927;10592;2425;3254;3923;1845;858;6882;1556;8612;3226;3896;1853;1847;2516;2416;2668;1822;1203;1860;3175;1597;2408;1816;2273;1910;1814;1534;1357;1481;958;2137;1965;1430;65090;20197;5944;21902;2294;4277;3219;5605;11197;1748;4975;6374;1195;14836;2835;5574;7736;8107;3546;4761;1120;3119;1542;1387;825;1202;1347;558;754;4128;4121;1497;955;611;607;752;466;1286;1009;1050;1901;3994;1185;1128;1872;1317;1363;997;110744;10761;5959;1375;7586;1715;4932;8664;5069;16620;2858;1270;2953;5003;2339;9140;1028;1584;4079;1357;1091;1244;387;1689;417;1264;1095;1179;1504;14478;2743;1169;1153;2975;1613;1000;538;1896;976;771;445;23880;2690;1144;3742;1121;2699;436;1134;914;2066;597;22537;2699;1596;3182;1682;750;1157;1163;1553;1060;820;732;1049;2377;7588;7429;1265;1757;2787;3312;668;1092;1267;1019;1999;14295;4686;2856;3101;4354;1038;2013;2946;12887;1822;1911;6467;586;606;1406;1233;1803;769;1151;9127;710;272;540;744;394;309;544;248;245;1134;758;285;22383;1561;8937;739;291;593;348;1724;358;550;2356;922;11042;5269;3530;903;3216
;35-44 år;6879;4719;5830;5668;11528;3815;16699;13791;2176;13328;6230;4225;1479;9207;3515;10179;149574;13567;14700;8612;13714;6028;1248;6637;7153;3304;2733;1007;2888;1451;2284;29851;5176;2174;876;1351;6489;1317;1588;3666;12832;4369;1605;571;338;987;528;1181;2345;711;20269;17628;1689;4823;672;3239;762;1135;817;1804;3294;1721;17388;3518;3931;1219;2918;1925;1926;1014;980;1220;2392;2478;1117;11576;3150;605;687;1782;1355;1368;958;8286;2128;2932;3523;1630;939;6256;1299;7859;3385;3379;1876;1815;3710;2823;4415;1574;1151;1932;4364;3309;3261;1930;2147;1827;2090;1562;1439;1443;790;1976;2047;1573;52350;15746;5887;18793;2969;4294;3316;5478;9844;1597;4936;5794;1184;12333;2742;5128;7508;10163;5451;5627;1266;3180;1683;1374;850;1181;1329;488;676;4307;5894;1355;1219;547;609;718;412;1320;886;894;1763;3886;1129;990;1771;1408;1211;933;82900;9718;5561;1402;6404;1665;4298;6834;5008;13963;2774;1194;2483;4504;2056;6600;984;1292;3743;1360;889;1115;370;2273;333;1256;877;1036;1272;10985;2484;970;1020;2787;1435;1107;524;1845;923;586;445;19417;2713;1099;3046;1114;2559;409;1080;946;1767;582;18997;2457;1477;2833;1362;663;1073;1089;1587;967;615;725;1140;2174;7193;5993;1241;1552;2466;2894;567;884;1146;932;1876;12038;4192;2310;2824;3857;858;2020;2693;11552;1671;1856;6369;478;499;1853;1083;1627;684;959;7536;752;200;588;730;383;313;576;238;221;1007;630;253;16916;1253;8196;633;270;456;255;1450;296;427;1869;814;8984;4736;2964;933;2432
;45-54 år;6632;5308;7300;7199;10604;4722;16234;13266;2611;12570;7571;3976;1737;11083;5096;11265;125404;13611;15879;6334;9341;6930;1972;7712;6788;3924;3446;1227;2716;1660;2712;27051;6053;2671;1101;1508;6990;1347;1920;4210;13804;5112;1947;662;456;1256;707;1523;2845;916;19788;18163;1852;5847;925;3786;788;1340;923;1562;4087;1885;17611;3887;4577;1415;3459;2149;2431;1232;1071;1545;2382;2270;1288;11357;3789;669;942;1931;1677;1644;1175;8678;2519;3598;4549;1950;1232;7604;1713;8527;3694;4236;2287;2019;3726;2399;5807;1947;1299;2213;4943;3957;3217;2218;2591;2000;2310;1565;1720;1668;909;2353;2262;1890;41022;14571;5912;19676;3754;4662;3847;6177;10884;2165;5719;6766;1366;12812;3301;5585;8198;12907;5902;5428;1793;3906;1972;1944;1173;1284;1528;568;838;4438;6490;1540;1326;783;691;832;609;1522;1189;1048;1772;4590;1367;1214;2103;1763;1423;1149;70944;9770;6257;1746;7165;1681;5068;7588;5256;14360;3172;1637;2997;5215;2525;6843;1162;1645;4050;1535;1074;1485;517;2334;446;1575;1178;1340;1729;11587;3060;1262;1440;3253;1981;1025;721;2060;1292;802;605;19182;3051;1357;4038;1364;2938;529;1293;1135;2016;649;20325;2824;1700;3155;1748;858;1334;1243;2010;1295;885;858;1342;2527;7311;6404;1333;1891;2838;3185;749;1196;1431;1147;2341;13407;5278;3292;3237;4811;1172;2539;2996;13504;2250;2207;7057;603;892;2034;1276;1511;771;1248;7907;884;270;623;763;485;322;690;297;278;1093;727;316;15129;1416;9116;698;341;598;331;2058;469;613;2070;1014;10156;5497;3572;1085;2910
;55-64 år;4998;3904;5270;5543;8517;3497;12265;10183;1627;9617;5684;3158;1277;8226;3786;8378;109097;11546;11782;5325;8108;5450;1529;8642;5432;3586;2499;1256;1811;1961;2742;23576;5614;3014;1228;1370;6887;1499;2235;4252;12399;4482;1702;670;558;1309;766;1516;2749;1077;17174;16484;1873;5582;1034;3220;941;1142;836;1259;3822;1752;15215;3831;4452;1399;3414;2198;2126;1174;1026;1682;2396;1978;1203;9654;3642;851;985;1957;2027;1777;1322;7776;2630;3225;4973;2032;1638;8185;1818;7518;3551;4117;2331;1695;2603;2150;4357;1788;1391;1934;3332;2733;2315;2025;2688;2050;2157;1809;1525;1578;938;2231;1708;2117;35334;12214;5387;17173;3400;4008;4098;5826;10339;2894;5212;6446;1330;11887;3355;5736;8172;10224;4398;4531;1849;3263;2286;2301;1305;1311;1806;595;876;3363;4581;1434;1115;788;759;881;860;1558;1314;1276;1859;4437;1460;1237;2112;1857;1378;1349;62389;7735;5817;2062;6959;1563;4967;6790;4761;12851;3144;1660;3240;5142;2369;6396;1107;1753;4095;1460;1218;1631;584;1880;548;1417;1201;1327;1950;10856;3310;1367;1895;3284;2099;970;829;1956;1315;942;699;16408;2268;1646;3788;1339;2987;643;1278;1132;2046;782;17801;2907;1617;3330;1835;923;1355;1378;2070;1470;956;974;1572;2627;6914;6072;1501;2180;2965;3312;836;1377;1539;1327;2514;12217;4849;3509;3451;4858;1434;2260;3120;11859;2700;2651;6907;767;942;1837;1649;1402;1023;1406;7332;891;307;708;954;564;420;848;368;384;1056;931;388;12960;1578;9262;860;413;731;520;2232;644;845;2529;1047;9641;5288;3590;1374;3079
;65-74 år;4115;2684;4449;4399;6684;2497;8358;7359;1384;7470;3800;2569;992;6444;2868;5893;82847;8302;9030;3844;6774;4717;1419;8889;3584;3345;2092;1243;1567;1845;2636;21211;4969;3240;1316;1481;6793;1649;2442;4146;11052;4491;1946;773;597;1423;781;1554;2765;1313;14449;14626;1988;5394;1224;3029;876;1139;961;1238;3165;1501;13523;3517;3805;1417;3362;2318;2213;1203;1062;1715;2396;1838;1310;9224;3352;827;1111;2381;1914;1815;1260;7401;2434;3347;5375;1987;2099;8312;1649;7500;3632;3932;2340;1441;2100;1734;4086;1689;1259;1586;3088;2297;2181;1822;2460;1938;1915;1821;1653;1661;815;2094;1526;2434;28162;11291;5138;14593;3771;3327;4435;5076;9659;3499;5174;5989;1259;10838;3582;5764;8212;8461;3296;3458;1773;2729;2535;2485;1712;1340;2000;655;963;2831;3725;1387;1122;791;820;1068;882;1553;1483;1324;1603;4234;1495;1250;2025;1852;1374;1309;49902;5783;4660;2307;6132;1599;4521;5840;4819;10993;3029;1662;3182;4731;2177;5778;1344;1488;3688;1564;1121;1724;662;1798;487;1361;1262;1281;1770;9946;3334;1509;1730;3531;2041;941;833;1948;1378;947;781;15001;2292;1764;3627;1501;3068;717;1304;1125;1947;868;15230;3024;1586;3182;1794;927;1404;1389;2371;1905;990;1020;1690;2999;7190;5513;1601;2100;3065;3355;966;1344;1691;1424;2746;10945;4800;3785;3662;5223;1342;2240;3431;11107;2833;2834;7245;802;972;1814;1801;1209;1073;1566;7323;1057;346;792;991;613;457;859;361;396;983;937;441;11967;1566;9183;821;393;758;555;2345;842;1127;2274;1048;8555;5467;3780;1688;2495
;75-84 år;2957;2160;3359;2788;5065;1981;5389;4759;1254;5330;3378;1633;767;5576;2631;4433;48573;5877;6314;2122;4414;3712;940;6377;2782;2401;1515;819;845;1196;1803;13604;3452;2186;861;983;5078;1271;1640;2815;7802;3065;1262;522;415;981;527;1127;1971;903;10259;9873;1360;3617;884;2199;503;658;625;822;2174;1041;9775;2360;2679;961;2369;1535;1766;778;721;1227;1498;1218;950;6325;2489;533;693;1468;1374;1235;945;4916;1966;2544;3950;1432;1414;5618;1371;5387;2727;3100;1714;915;2011;1222;3513;1215;906;1058;2298;2225;1417;1140;1604;1192;1262;1250;1181;1205;595;1413;1066;1750;17867;7659;3361;10009;2690;2271;3091;3592;6770;2330;3687;4566;817;7806;2294;3912;5397;6550;2285;2312;1171;2020;1525;1624;1032;953;1313;518;564;2148;3010;845;718;504;482;806;578;1017;968;924;980;2765;944;823;1358;1166;1008;791;30381;3757;3507;1551;4323;1091;3381;4052;3386;7935;2091;1219;2462;3447;1494;3955;885;1129;2622;1086;703;1208;401;1135;396;995;842;898;1156;6870;2273;1046;1278;2368;1611;626;559;1324;1019;795;545;10079;1670;1214;2945;1122;2154;470;952;768;1449;557;11132;2012;1148;2279;1438;692;962;931;1684;1296;670;724;1148;2046;4697;3768;1000;1449;2069;2395;536;880;1184;900;1845;7809;3608;2511;2515;3496;896;1541;2426;8094;1843;1966;4977;530;646;1134;1205;686;731;1044;4910;703;249;528;618;398;303;625;258;300;690;645;317;7634;1108;6292;652;293;472;430;1711;516;748;1598;762;5950;3530;2445;955;1744
;85-94 år;758;572;836;680;1572;506;1604;1260;318;1281;956;426;143;1720;1004;1351;16649;1832;1914;651;1541;1352;211;1909;743;662;308;257;238;450;667;4417;1117;696;236;242;1711;409;516;1065;2427;878;296;177;121;338;159;387;711;262;3978;3242;364;1282;307;739;176;243;197;199;836;345;3591;882;960;390;926;613;685;321;244;530;631;512;360;2251;908;193;216;422;521;442;331;1832;712;828;1306;542;460;1807;487;1843;966;1067;554;276;564;376;883;402;292;292;617;673;428;368;509;442;429;408;326;464;217;491;294;592;6815;2440;1067;3425;862;782;1050;1197;2408;783;1359;1670;321;2779;744;1466;1895;1937;700;896;368;627;467;513;343;379;430;160;204;543;916;276;207;198;190;237;201;361;400;334;294;1046;300;262;468;357;384;277;10649;1387;1263;541;1672;362;1136;1463;1161;2934;741;447;833;1167;504;1443;296;436;1063;347;300;457;118;370;166;321;288;323;441;2546;842;408;484;966;592;198;221;394;316;254;150;3297;441;348;947;300;681;141;278;227;490;176;3719;661;413;867;431;225;348;277;505;505;255;271;300;648;1548;1287;319;477;776;864;171;309;403;262;673;2491;1102;842;869;1155;317;433;770;2680;629;756;1683;213;179;345;454;214;268;370;1630;249;127;188;209;139;108;239;106;125;257;222;118;2504;388;2158;233;113;172;164;589;186;247;591;307;1968;1147;853;270;642
2020M09;5-14 år;6163;5136;6333;6359;10566;4660;16259;13125;2587;12455;6861;4287;1705;10406;4993;10735;107735;12385;15410;5754;7585;6710;1693;6616;6718;3381;3072;1142;3143;1610;2481;26989;5709;2449;1053;1463;6951;1342;1858;4185;13568;4768;1776;561;375;1104;585;1271;2541;758;19237;17659;1844;5079;683;3455;841;1171;951;2102;3816;1896;17172;3937;4161;1500;3379;2077;2221;1126;1159;1331;2700;2499;1214;11629;3186;687;763;1941;1600;1520;1088;8229;2320;3069;3869;1735;910;6457;1404;7865;3703;3653;1884;1854;3982;2590;5132;1983;1225;2095;4757;4142;3531;1961;2237;1799;2191;1584;1597;1589;962;2040;2312;1547;41336;14620;5780;17984;3373;4500;3310;5438;10368;1725;4982;6014;1415;12258;2950;5379;7837;11949;6104;5637;1546;3558;1793;1544;765;1237;1355;523;754;4443;6645;1534;1331;613;690;696;483;1396;1020;1018;1739;4307;1254;1094;1857;1551;1312;986;63719;8926;6015;1489;7001;1613;4886;7248;5327;14014;2880;1393;2641;4699;2156;6414;1050;1468;4147;1490;971;1087;395;2519;386;1425;1010;1040;1398;10211;2651;1165;1027;2841;1613;1218;580;1984;999;732;404;19217;3018;1174;3345;1279;2753;436;1200;1056;1980;633;18599;2746;1654;3098;1476;745;1049;1338;1694;983;668;734;1183;2225;7163;6615;1289;1694;2598;3165;612;1027;1265;1091;2023;11972;4451;2781;3008;4229;889;2062;2840;11446;1778;2054;6645;562;598;2190;1151;1459;758;902;7483;730;240;655;779;448;334;598;239;267;1151;679;274;14865;1468;8167;629;249;429;255;1523;359;585;1762;824;8398;4646;2874;1092;2519
;15-24 år;5154;4014;5391;5141;9272;3225;13819;11848;2046;10694;5883;3453;1233;8539;4333;8818;97062;11802;11938;4587;7142;5541;1407;5997;5773;2922;2548;900;2217;1441;2205;32635;5011;2087;1053;1104;5980;1065;1794;3955;12599;3880;1372;498;357;1016;535;1098;2180;651;23662;16700;1346;4560;675;3031;642;1109;769;1291;3416;1583;17960;3578;3772;1314;2901;1862;2192;1004;978;1235;2126;1827;1100;12646;2924;576;683;1271;1392;1357;951;8539;1999;2900;3373;1654;881;6186;1404;8131;2933;3427;1813;1532;2749;2202;3948;1684;1127;1776;3470;2663;2318;1785;1834;1596;1689;1421;1342;1410;847;1985;1886;1322;36426;21296;4947;16798;2646;3909;2999;4712;9906;1691;4256;5671;1179;12074;2619;4804;6608;9826;4222;4449;1466;3074;1447;1418;765;1121;1176;508;704;3527;4833;1273;997;592;516;663;488;1249;961;923;1440;3734;986;980;1658;1269;1181;991;66762;7804;4955;1305;6231;1257;4317;7307;4440;13518;2579;1343;2489;4320;2124;6845;884;1334;3797;1188;742;1090;409;1535;346;1154;817;1090;1384;12154;2393;1136;1049;2582;1658;722;544;1622;983;740;436;20804;2408;1111;3317;1035;2497;422;988;918;1694;574;17886;2321;1325;2791;1517;717;949;964;1550;1052;743;701;928;1922;6516;6287;959;1571;2210;2611;501;984;1122;883;1970;11981;4238;2429;2723;3888;922;1966;2616;11040;1815;1780;5596;434;606;1510;1077;1227;651;964;7237;755;247;532;601;357;306;543;217;217;999;749;268;18247;1266;7770;602;238;443;307;1497;396;588;1553;901;10053;4579;3046;925;2434
;25-34 år;6636;3656;4993;4974;12053;2389;15699;13633;1820;14332;5563;4273;1217;7407;2934;8736;181630;15106;12601;11941;18976;4973;937;7519;7043;3632;2513;1106;2390;1749;2576;40977;6124;2552;954;1250;6914;1375;1599;4329;14192;3998;1470;571;326;1063;583;1196;2569;787;26587;21035;1502;5072;698;3624;843;1126;836;1382;3466;1763;21807;3986;4296;1352;3182;2154;2305;1098;873;1262;2409;2144;1218;14278;3519;554;680;1396;1526;1496;925;10628;2413;3244;3907;1847;853;6874;1551;8603;3235;3877;1855;1849;2528;2404;2680;1831;1217;1871;3183;1609;2438;1827;2267;1911;1815;1539;1361;1467;965;2139;1964;1427;65312;20102;5946;21918;2290;4278;3230;5607;11165;1743;4980;6377;1197;14850;2839;5586;7740;8100;3543;4747;1128;3107;1540;1393;828;1213;1346;555;754;4134;4125;1488;958;615;613;748;468;1293;1012;1058;1900;4011;1188;1126;1870;1321;1363;1005;110758;10826;6030;1373;7588;1719;4888;8697;5090;16618;2872;1269;2952;4987;2340;9171;1029;1578;4073;1350;1081;1232;385;1697;416;1268;1088;1179;1510;14467;2733;1164;1153;2975;1616;1013;539;1912;986;765;441;23855;2681;1149;3747;1121;2706;439;1137;909;2063;600;22565;2712;1597;3180;1686;749;1164;1168;1557;1065;817;738;1051;2376;7575;7413;1283;1744;2795;3316;663;1097;1261;1009;1994;14295;4676;2854;3100;4352;1036;2010;2948;12904;1813;1911;6470;586;605;1411;1229;1816;764;1153;9116;714;274;540;750;393;307;549;255;244;1137;752;288;22416;1561;8937;739;291;591;347;1723;358;551;2357;923;11063;5257;3540;902;3214
